id	value
166	0.000489956
167	0.000367467
168	0.010779
169	0.000244978
170	0.000979912
171	0.000122489
172	0.0117589
173	0.000122489
174	0.000367467
175	0.000122489
176	0.0123714
177	0.000122489
178	0.000244978
179	0.0176384
180	0.000122489
181	0.00943165
182	0.000122489
183	0.000489956
184	0.000122489
185	0.000122489
186	0.0128613
187	0.000122489
188	0.000122489
189	0.0161685
190	0.000122489
191	0.000489956
192	0.0142087
193	0.000122489
194	0.000122489
195	0.000122489
196	0.000122489
197	0.000122489
198	0.00832925
199	0.000734934
200	0.000367467
201	0.0137188
202	0.000122489
203	0.000612445
204	0.00281725
205	0.0138413
206	0.000122489
207	0.000244978
208	0.000857423
209	0.0111465
210	0.000122489
211	0.000367467
212	0.0011024
213	0.0128613
214	0.000244978
215	0.0118814
216	0.000489956
217	0.000367467
218	0.00269476
219	0.0137188
220	0.000244978
221	0.000244978
222	0.000367467
223	0.0161685
224	0.000244978
225	0.000122489
226	0.0148212
227	0.000489956
228	0.000244978
229	0.000122489
230	0.0242528
231	0.000244978
232	0.000489956
233	0.000122489
234	0.0159236
235	0.000367467
236	0.000122489
237	0.0182509
238	0.000122489
239	0.000122489
240	0.0173934
241	0.000122489
242	0.000122489
243	0.000367467
244	0.0148212
245	0.000122489
246	0.000244978
247	0.000244978
248	0.011269
249	0.000489956
250	0.000244978
251	0.000367467
252	0.0132288
253	0.000244978
254	0.000122489
255	0.0166585
256	0.000122489
257	0.000367467
258	0.0132288
259	0.00306222
260	0.000244978
261	0.000122489
262	0.0022048
263	0.0146987
264	0.000244978
265	0.0148212
266	0.000612445
267	0.000244978
268	0.0154336
269	0.000244978
270	0.0156786
271	0.000734934
272	0.000489956
273	0.0129838
274	0.000367467
275	0.000122489
276	0.000244978
277	0.0145762
278	0.000244978
279	0.000122489
280	0.000122489
281	0.0144537
282	0.000244978
283	0.000244978
284	0.000244978
285	0.0131063
286	0.000489956
287	0.000367467
288	0.0100441
289	0.000122489
290	0.000122489
291	0.000244978
292	0.0176384
293	0.000122489
294	0.000122489
295	0.000367467
296	0.0139637
297	0.000244978
298	0.0113915
299	0.000244978
300	0.000367467
301	0.00943165
302	0.000122489
303	0.000122489
304	0.000122489
305	0.000244978
306	0.000489956
307	0.00869672
308	0.000244978
309	0.000244978
310	0.00918667
311	0.000734934
312	0.00134738
313	0.0146987
314	0.000122489
315	0.000612445
316	0.00747183
317	0.000122489
318	0.000367467
319	0.00955414
320	0.000122489
321	0.000857423
322	0.00502205
323	0.000244978
324	0.000122489
325	0.000244978
326	0.000244978
327	0.00624694
328	0.000244978
329	0.000857423
330	0.000244978
331	0.0066144
332	0.000122489
333	0.000367467
334	0.000367467
335	0.00698187
336	0.000244978
337	0.000367467
338	0.00649192
339	0.000367467
340	0.00710436
341	0.000367467
342	0.000244978
343	0.00587947
344	0.000122489
345	0.000122489
346	0.00624694
347	0.000122489
348	0.000122489
349	0.0066144
350	0.000244978
351	0.000244978
352	0.00244978
353	0.000122489
354	0.00318471
355	0.000122489
356	0.000244978
357	0.00293973
358	0.000122489
359	0.000244978
360	0.00306222
361	0.000122489
362	0.000244978
363	0.00281725
364	0.000122489
365	0.00269476
366	0.000122489
367	0.00232729
368	0.000122489
369	0.000122489
370	0.00379716
371	0.000244978
372	0.000612445
373	0.0022048
374	0.000244978
375	0.00122489
376	0.000122489
377	0.00171485
378	0.000244978
379	0.000979912
380	0.000244978
381	0.00122489
382	0.000122489
383	0.000122489
384	0.0011024
385	0.000122489
386	0.000979912
387	0.000244978
388	0.000857423
389	0.000122489
390	0.000734934
391	0.000122489
392	0.000612445
393	0.000122489
394	0.000489956
395	0.0011024
396	0.000122489
397	0.000612445
398	0.000122489
399	0.000489956
400	0.000122489
401	0.000367467
402	0.000122489
403	0.000489956
404	0.000244978
405	0.000734934
406	0.000122489
407	0.000244978
408	0.000122489
409	0.000122489
410	0.000612445
411	0.000122489
412	0.000122489
413	0.000734934
414	0.000244978
415	0.000122489
416	0.000489956
417	0.000122489
418	0.000122489
419	0.000367467
420	0.000122489
421	0.000244978
422	0.000122489
423	0.000244978
424	0.000244978
425	0.000122489
426	0.000367467
427	0.000367467
428	0.000244978
429	0.000122489
430	0.000244978
431	0.000122489
432	0.000122489
433	0.000244978
434	0.000244978
435	0.000122489
436	0.000122489
437	0.000122489
438	0.000122489
439	0.000122489
440	0.000367467
441	0.000122489
442	0.000122489
443	0.000122489
444	0.000122489
445	0.000122489
446	0.000122489
447	0.000122489
448	0.000122489
